Date,Country/Region,Province/State,Lat,Long,ConfirmedToDate,NewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000
2/22/20,China,Shanghai,31.202,121.4491,335,1,,0.5,,3,1,,0.5,,227,105,31,31,24,17,0,28,0,0,0,0
2/23/20,China,Shanghai,31.202,121.4491,335,0,,0.5,1.4,3,0,,0.5,1.4,249,83,32,32,25,18,0,29,0,0,0,0
2/24/20,China,Shanghai,31.202,121.4491,335,0,,0,,3,0,,0,,261,71,33,33,26,19,0,30,0,0,0,0
2/25/20,China,Shanghai,31.202,121.4491,336,1,,0.5,,3,0,,0,,268,65,34,34,27,20,0,31,0,0,0,0
2/26/20,China,Shanghai,31.202,121.4491,337,1,0.7,1,0.7,3,0,,0,,272,62,35,35,28,21,0,32,0,0,0,0
2/27/20,China,Shanghai,31.202,121.4491,337,0,,0.5,1.4,3,0,,0,,276,58,36,36,29,22,0,33,0,0,0,0
2/28/20,China,Shanghai,31.202,121.4491,337,0,,0,,3,0,,0,,279,55,37,37,30,23,0,34,0,0,0,0
2/29/20,China,Shanghai,31.202,121.4491,337,0,,0,,3,0,,0,,287,47,38,38,31,24,0,35,0,0,0,0
3/1/20,China,Shanghai,31.202,121.4491,337,0,,0,,3,0,,0,,290,44,39,39,32,25,0,36,0,0,0,0
3/2/20,China,Shanghai,31.202,121.4491,337,0,,0,,3,0,,0,,292,42,40,40,33,26,0,37,0,0,0,0
3/3/20,China,Shanghai,31.202,121.4491,338,1,,0.5,,3,0,,0,,294,41,41,41,34,27,0,38,0,0,0,0
3/4/20,China,Shanghai,31.202,121.4491,338,0,,0.5,1.4,3,0,,0,,298,37,42,42,35,28,0,39,0,0,0,0
3/5/20,China,Shanghai,31.202,121.4491,339,1,,0.5,,3,0,,0,,303,33,43,43,36,29,0,40,0,0,0,0
3/6/20,China,Shanghai,31.202,121.4491,342,3,0.2,2,0.3,3,0,,0,,306,33,44,44,37,30,0,41,0,0,0,0
3/7/20,China,Shanghai,31.202,121.4491,342,0,,1.5,1.4,3,0,,0,,313,26,45,45,38,31,0,42,0,0,0,0
3/8/20,China,Shanghai,31.202,121.4491,342,0,,0,,3,0,,0,,314,25,46,46,39,32,0,43,0,0,0,0
3/9/20,China,Shanghai,31.202,121.4491,342,0,,0,,3,0,,0,,315,24,47,47,40,33,0,44,0,0,0,0
3/10/20,China,Shanghai,31.202,121.4491,344,2,,1,,3,0,,0,,319,22,48,48,41,34,0,45,0,0,0,0
3/11/20,China,Shanghai,31.202,121.4491,344,0,,1,1.4,3,0,,0,,320,21,49,49,42,35,0,46,0,0,0,0
3/12/20,China,Shanghai,31.202,121.4491,344,0,,0,,3,0,,0,,321,20,50,50,43,36,0,47,0,0,0,0
3/13/20,China,Shanghai,31.202,121.4491,346,2,,1,,3,0,,0,,324,19,51,51,44,37,0,48,0,0,0,0
3/14/20,China,Shanghai,31.202,121.4491,353,7,0.2,4.5,0.3,3,0,,0,,324,26,52,52,45,38,0,49,0,0,0,0
3/15/20,China,Shanghai,31.202,121.4491,353,0,,3.5,1.4,3,0,,0,,324,26,53,53,46,39,0,50,0,0,0,0
3/16/20,China,Shanghai,31.202,121.4491,355,2,,1,,3,0,,0,,325,27,54,54,47,40,0,51,0,0,0,0
3/17/20,China,Shanghai,31.202,121.4491,358,3,0.5,2.5,0.6,3,0,,0,,325,30,55,55,48,41,0,52,0,0,0,0
3/18/20,China,Shanghai,31.202,121.4491,361,3,0.7,3,0.7,3,0,,0,,326,32,56,56,49,42,0,53,0,0,0,0
1/22/20,China,Shanxi,37.5777,112.2922,1,1,1.0,1,1.0,0,0,1.0,0,1.0,0,1,,0,0,0,0,0,0,0,0,0
1/23/20,China,Shanxi,37.5777,112.2922,1,0,,0.5,1.4,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0
1/24/20,China,Shanxi,37.5777,112.2922,1,0,,0,,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
1/25/20,China,Shanxi,37.5777,112.2922,6,5,,2.5,,0,0,,0,,0,6,3,1,0,0,0,0,0,0,0,0
1/26/20,China,Shanxi,37.5777,112.2922,9,3,1.2,4,0.9,0,0,,0,,0,9,4,2,0,0,0,0,0,0,0,0
1/27/20,China,Shanxi,37.5777,112.2922,13,4,0.5,3.5,0.6,0,0,,0,,0,13,5,3,0,0,0,0,0,0,0,0
1/28/20,China,Shanxi,37.5777,112.2922,27,14,0.2,9,0.3,0,0,,0,,0,27,6,4,0,0,0,0,0,0,0,0
1/29/20,China,Shanxi,37.5777,112.2922,27,0,,7,1.4,0,0,,0,,1,26,7,5,0,0,0,0,0,0,0,0
1/30/20,China,Shanxi,37.5777,112.2922,35,8,,4,,0,0,,0,,1,34,8,6,0,0,0,0,0,0,0,0
1/31/20,China,Shanxi,37.5777,112.2922,39,4,1.4,6,0.9,0,0,,0,,1,38,9,7,0,0,0,0,0,0,0,0
2/1/20,China,Shanxi,37.5777,112.2922,47,8,0.3,6,0.5,0,0,,0,,1,46,10,8,0,0,0,0,0,0,0,0
2/2/20,China,Shanxi,37.5777,112.2922,66,19,0.3,13.5,0.4,0,0,,0,,3,63,11,9,0,0,0,0,0,0,0,0
2/3/20,China,Shanxi,37.5777,112.2922,74,8,1.7,13.5,1.0,0,0,,0,,2,72,12,10,0,0,0,0,0,0,0,0
2/4/20,China,Shanxi,37.5777,112.2922,81,7,0.8,7.5,0.7,0,0,,0,,4,77,13,11,0,0,0,0,0,0,0,0
2/5/20,China,Shanxi,37.5777,112.2922,81,0,,3.5,1.4,0,0,,0,,5,76,14,12,0,0,0,0,0,0,0,0
2/6/20,China,Shanxi,37.5777,112.2922,96,15,,7.5,,0,0,,0,,12,84,15,13,0,0,0,0,0,0,0,0
2/7/20,China,Shanxi,37.5777,112.2922,104,8,1.3,11.5,0.9,0,0,,0,,15,89,16,14,1,0,0,0,0,0,0,0
2/8/20,China,Shanxi,37.5777,112.2922,115,11,0.5,9.5,0.6,0,0,,0,,21,94,17,15,2,0,0,0,0,0,0,0
2/9/20,China,Shanxi,37.5777,112.2922,119,4,1.9,7.5,1.0,0,0,,0,,25,94,18,16,3,0,0,0,0,0,0,0
2/10/20,China,Shanxi,37.5777,112.2922,119,0,,2,1.4,0,0,,0,,25,94,19,17,4,0,0,0,0,0,0,0
2/11/20,China,Shanxi,37.5777,112.2922,124,5,,2.5,,0,0,,0,,30,94,20,18,5,0,0,0,0,0,0,0
2/12/20,China,Shanxi,37.5777,112.2922,126,2,1.8,3.5,1.0,0,0,,0,,33,93,21,19,6,0,0,0,0,0,0,0
2/13/20,China,Shanxi,37.5777,112.2922,126,0,,1,1.4,0,0,,0,,36,90,22,20,7,0,0,0,0,0,0,0
2/14/20,China,Shanxi,37.5777,112.2922,127,1,,0.5,,0,0,,0,,38,89,23,21,8,0,0,0,0,0,0,0
2/15/20,China,Shanxi,37.5777,112.2922,128,1,0.7,1,0.7,0,0,,0,,46,82,24,22,9,0,0,0,0,0,0,0
2/16/20,China,Shanxi,37.5777,112.2922,129,1,0.7,1,0.7,0,0,,0,,50,79,25,23,10,0,0,0,0,0,0,0
2/17/20,China,Shanxi,37.5777,112.2922,130,1,0.7,1,0.7,0,0,,0,,53,77,26,24,11,0,0,0,0,0,0,0
2/18/20,China,Shanxi,37.5777,112.2922,131,1,0.7,1,0.7,0,0,,0,,61,70,27,25,12,0,0,0,0,0,0,0
2/19/20,China,Shanxi,37.5777,112.2922,131,0,,0.5,1.4,0,0,,0,,68,63,28,26,13,0,0,0,0,0,0,0
2/20/20,China,Shanxi,37.5777,112.2922,132,1,,0.5,,0,0,,0,,76,56,29,27,14,0,0,0,0,0,0,0
2/21/20,China,Shanxi,37.5777,112.2922,132,0,,0.5,1.4,0,0,,0,,78,54,30,28,15,0,0,0,0,0,0,0
2/22/20,China,Shanxi,37.5777,112.2922,132,0,,0,,0,0,,0,,81,51,31,29,16,0,0,0,0,0,0,0
2/23/20,China,Shanxi,37.5777,112.2922,132,0,,0,,0,0,,0,,88,44,32,30,17,0,0,0,0,0,0,0
2/24/20,China,Shanxi,37.5777,112.2922,133,1,,0.5,,0,0,,0,,94,39,33,31,18,0,0,0,0,0,0,0
2/25/20,China,Shanxi,37.5777,112.2922,133,0,,0.5,1.4,0,0,,0,,98,35,34,32,19,0,0,0,0,0,0,0
2/26/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,104,29,35,33,20,0,0,0,0,0,0,0
2/27/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,107,26,36,34,21,0,0,0,0,0,0,0
2/28/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,112,21,37,35,22,0,0,0,0,0,0,0
2/29/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,114,19,38,36,23,0,0,0,0,0,0,0
3/1/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,116,17,39,37,24,0,0,0,0,0,0,0
3/2/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,119,14,40,38,25,0,0,0,0,0,0,0
3/3/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,124,9,41,39,26,0,0,0,0,0,0,0
3/4/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,124,9,42,40,27,0,0,0,0,0,0,0
3/5/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,126,7,43,41,28,0,0,0,0,0,0,0
3/6/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,126,7,44,42,29,0,0,0,0,0,0,0
3/7/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,126,7,45,43,30,0,0,0,0,0,0,0
3/8/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,126,7,46,44,31,0,0,0,0,0,0,0
3/9/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,127,6,47,45,32,0,0,0,0,0,0,0
3/10/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,131,2,48,46,33,0,0,0,0,0,0,0
3/11/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,131,2,49,47,34,0,0,0,0,0,0,0
3/12/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,132,1,50,48,35,0,0,0,0,0,0,0
3/13/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,133,0,51,49,36,0,0,0,0,0,0,0
3/14/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,133,0,52,50,37,0,0,0,0,0,0,0
3/15/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,133,0,53,51,38,0,0,0,0,0,0,0
3/16/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,133,0,54,52,39,0,0,0,0,0,0,0
3/17/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,133,0,55,53,40,0,0,0,0,0,0,0
3/18/20,China,Shanxi,37.5777,112.2922,133,0,,0,,0,0,,0,,133,0,56,54,41,0,0,0,0,0,0,0
1/22/20,China,Sichuan,30.6171,102.7103,5,5,1.0,5,1.0,0,0,1.0,0,1.0,0,5,,,0,0,0,0,0,0,0,0
1/23/20,China,Sichuan,30.6171,102.7103,8,3,1.2,4,0.9,0,0,,0,,0,8,1,1,0,0,0,0,0,0,0,0
1/24/20,China,Sichuan,30.6171,102.7103,15,7,0.3,5,0.4,0,0,,0,,0,15,2,2,0,0,0,0,0,0,0,0
1/25/20,China,Sichuan,30.6171,102.7103,28,13,0.4,10,0.5,0,0,,0,,0,28,3,3,0,0,0,0,0,0,0,0
1/26/20,China,Sichuan,30.6171,102.7103,44,16,0.6,14.5,0.6,0,0,,0,,0,44,4,4,0,0,0,0,0,0,0,0
1/27/20,China,Sichuan,30.6171,102.7103,69,25,0.4,20.5,0.5,0,0,,0,,0,69,5,5,0,0,0,0,0,0,0,0
1/28/20,China,Sichuan,30.6171,102.7103,90,21,0.8,23,0.8,0,0,,0,,0,90,6,6,0,0,0,0,0,0,0,0
1/29/20,China,Sichuan,30.6171,102.7103,108,18,0.8,19.5,0.8,1,1,,0.5,,1,106,7,7,1,0,0,1,0,0,0,0
1/30/20,China,Sichuan,30.6171,102.7103,142,34,0.4,26,0.5,1,0,,0.5,1.4,1,140,8,8,2,0,0,2,0,0,0,0
1/31/20,China,Sichuan,30.6171,102.7103,177,35,0.7,34.5,0.7,1,0,,0,,1,175,9,9,3,0,0,3,0,0,0,0
2/1/20,China,Sichuan,30.6171,102.7103,207,30,0.8,32.5,0.8,1,0,,0,,3,203,10,10,4,0,0,4,0,0,0,0
2/2/20,China,Sichuan,30.6171,102.7103,231,24,0.9,27,0.8,1,0,,0,,11,219,11,11,5,0,0,5,0,0,0,0
2/3/20,China,Sichuan,30.6171,102.7103,254,23,0.7,23.5,0.7,1,0,,0,,14,239,12,12,6,1,0,6,0,0,0,0
2/4/20,China,Sichuan,30.6171,102.7103,282,28,0.6,25.5,0.6,1,0,,0,,14,267,13,13,7,2,0,7,0,0,0,0
2/5/20,China,Sichuan,30.6171,102.7103,301,19,1.0,23.5,0.8,1,0,,0,,24,276,14,14,8,3,0,8,0,0,0,0
2/6/20,China,Sichuan,30.6171,102.7103,321,20,0.7,19.5,0.7,1,0,,0,,31,289,15,15,9,4,0,9,0,0,0,0
2/7/20,China,Sichuan,30.6171,102.7103,344,23,0.6,21.5,0.7,1,0,,0,,42,301,16,16,10,5,0,10,0,0,0,0
2/8/20,China,Sichuan,30.6171,102.7103,364,20,0.8,21.5,0.7,1,0,,0,,60,303,17,17,11,6,0,11,0,0,0,0
2/9/20,China,Sichuan,30.6171,102.7103,386,22,0.6,21,0.7,1,0,,0,,71,314,18,18,12,7,0,12,0,0,0,0
2/10/20,China,Sichuan,30.6171,102.7103,405,19,0.8,20.5,0.8,1,0,,0,,80,324,19,19,13,8,0,13,0,0,0,0
2/11/20,China,Sichuan,30.6171,102.7103,417,12,1.1,15.5,0.9,1,0,,0,,85,331,20,20,14,9,0,14,0,0,0,0
2/12/20,China,Sichuan,30.6171,102.7103,436,19,0.4,15.5,0.5,1,0,,0,,92,343,21,21,15,10,0,15,0,0,0,0
2/13/20,China,Sichuan,30.6171,102.7103,451,15,0.9,17,0.8,1,0,,0,,104,346,22,22,16,11,0,16,0,0,0,0
2/14/20,China,Sichuan,30.6171,102.7103,463,12,0.9,13.5,0.8,1,0,,0,,114,348,23,23,17,12,0,17,0,0,0,0
2/15/20,China,Sichuan,30.6171,102.7103,470,7,1.2,9.5,0.9,1,0,,0,,119,350,24,24,18,13,0,18,0,0,0,0
2/16/20,China,Sichuan,30.6171,102.7103,481,11,0.4,9,0.5,3,2,,1,,131,347,25,25,19,14,0,19,0,0,0,0
2/17/20,China,Sichuan,30.6171,102.7103,495,14,0.6,12.5,0.6,3,0,,1,1.4,156,336,26,26,20,15,0,20,0,0,0,0
2/18/20,China,Sichuan,30.6171,102.7103,508,13,0.8,13.5,0.7,3,0,,0,,169,336,27,27,21,16,0,21,0,0,0,0
2/19/20,China,Sichuan,30.6171,102.7103,514,6,1.5,9.5,1.0,3,0,,0,,188,323,28,28,22,17,0,22,0,0,0,0
2/20/20,China,Sichuan,30.6171,102.7103,520,6,0.7,6,0.7,3,0,,0,,217,300,29,29,23,18,0,23,0,0,0,0
2/21/20,China,Sichuan,30.6171,102.7103,525,5,0.8,5.5,0.8,3,0,,0,,231,291,30,30,24,19,0,24,0,0,0,0
2/22/20,China,Sichuan,30.6171,102.7103,526,1,3.5,3,1.2,3,0,,0,,250,273,31,31,25,20,0,25,0,0,0,0
2/23/20,China,Sichuan,30.6171,102.7103,526,0,,0.5,1.4,3,0,,0,,261,262,32,32,26,21,0,26,0,0,0,0
2/24/20,China,Sichuan,30.6171,102.7103,527,1,,0.5,,3,0,,0,,276,248,33,33,27,22,0,27,0,0,0,0
2/25/20,China,Sichuan,30.6171,102.7103,529,2,0.3,1.5,0.5,3,0,,0,,289,237,34,34,28,23,0,28,0,0,0,0
2/26/20,China,Sichuan,30.6171,102.7103,531,2,0.7,2,0.7,3,0,,0,,307,221,35,35,29,24,0,29,0,0,0,0
2/27/20,China,Sichuan,30.6171,102.7103,534,3,0.5,2.5,0.6,3,0,,0,,321,210,36,36,30,25,0,30,0,0,0,0
2/28/20,China,Sichuan,30.6171,102.7103,538,4,0.5,3.5,0.6,3,0,,0,,338,197,37,37,31,26,0,31,0,0,0,0
2/29/20,China,Sichuan,30.6171,102.7103,538,0,,2,1.4,3,0,,0,,351,184,38,38,32,27,0,32,0,0,0,0
3/1/20,China,Sichuan,30.6171,102.7103,538,0,,0,,3,0,,0,,365,170,39,39,33,28,0,33,0,0,0,0
3/2/20,China,Sichuan,30.6171,102.7103,538,0,,0,,3,0,,0,,386,149,40,40,34,29,0,34,0,0,0,0
3/3/20,China,Sichuan,30.6171,102.7103,538,0,,0,,3,0,,0,,394,141,41,41,35,30,0,35,0,0,0,0
3/4/20,China,Sichuan,30.6171,102.7103,538,0,,0,,3,0,,0,,406,129,42,42,36,31,0,36,0,0,0,0
3/5/20,China,Sichuan,30.6171,102.7103,539,1,,0.5,,3,0,,0,,425,111,43,43,37,32,0,37,0,0,0,0
3/6/20,China,Sichuan,30.6171,102.7103,539,0,,0.5,1.4,3,0,,0,,442,94,44,44,38,33,0,38,0,0,0,0
3/7/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,454,82,45,45,39,34,0,39,0,0,0,0
3/8/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,464,72,46,46,40,35,0,40,0,0,0,0
3/9/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,466,70,47,47,41,36,0,41,0,0,0,0
3/10/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,478,58,48,48,42,37,0,42,0,0,0,0
3/11/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,488,48,49,49,43,38,0,43,0,0,0,0
3/12/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,498,38,50,50,44,39,0,44,0,0,0,0
3/13/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,503,33,51,51,45,40,0,45,0,0,0,0
3/14/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,511,25,52,52,46,41,0,46,0,0,0,0
3/15/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,516,20,53,53,47,42,0,47,0,0,0,0
3/16/20,China,Sichuan,30.6171,102.7103,539,0,,0,,3,0,,0,,516,20,54,54,48,43,0,48,0,0,0,0
3/17/20,China,Sichuan,30.6171,102.7103,540,1,,0.5,,3,0,,0,,520,17,55,55,49,44,0,49,0,0,0,0
3/18/20,China,Sichuan,30.6171,102.7103,540,0,,0.5,1.4,3,0,,0,,525,12,56,56,50,45,0,50,0,0,0,0
1/22/20,China,Tianjin,39.3054,117.323,4,4,1.0,4,1.0,0,0,1.0,0,1.0,0,4,,0,0,0,0,0,0,0,0,0
1/23/20,China,Tianjin,39.3054,117.323,4,0,,2,1.4,0,0,,0,,0,4,1,0,0,0,0,0,0,0,0,0
1/24/20,China,Tianjin,39.3054,117.323,8,4,,2,,0,0,,0,,0,8,2,1,0,0,0,0,0,0,0,0
1/25/20,China,Tianjin,39.3054,117.323,10,2,1.4,3,0.9,0,0,,0,,0,10,3,2,0,0,0,0,0,0,0,0
1/26/20,China,Tianjin,39.3054,117.323,14,4,0.3,3,0.5,0,0,,0,,0,14,4,3,0,0,0,0,0,0,0,0
1/27/20,China,Tianjin,39.3054,117.323,23,9,0.3,6.5,0.4,0,0,,0,,0,23,5,4,0,0,0,0,0,0,0,0
1/28/20,China,Tianjin,39.3054,117.323,24,1,6.3,5,1.3,0,0,,0,,0,24,6,5,0,0,0,0,0,0,0,0
1/29/20,China,Tianjin,39.3054,117.323,27,3,0.2,2,0.3,0,0,,0,,0,27,7,6,0,0,0,0,0,0,0,0
1/30/20,China,Tianjin,39.3054,117.323,31,4,0.5,3.5,0.6,0,0,,0,,0,31,8,7,0,0,0,0,0,0,0,0
1/31/20,China,Tianjin,39.3054,117.323,32,1,2.8,2.5,1.1,0,0,,0,,0,32,9,8,0,0,0,0,0,0,0,0
2/1/20,China,Tianjin,39.3054,117.323,41,9,0.1,5,0.1,0,0,,0,,0,41,10,9,0,0,0,0,0,0,0,0
2/2/20,China,Tianjin,39.3054,117.323,48,7,0.9,8,0.8,0,0,,0,,1,47,11,10,0,0,0,0,0,0,0,0
2/3/20,China,Tianjin,39.3054,117.323,60,12,0.4,9.5,0.5,0,0,,0,,1,59,12,11,0,0,0,0,0,0,0,0
2/4/20,China,Tianjin,39.3054,117.323,67,7,1.2,9.5,0.9,0,0,,0,,2,65,13,12,0,0,0,0,0,0,0,0
2/5/20,China,Tianjin,39.3054,117.323,69,2,2.5,4.5,1.1,1,1,,0.5,,2,66,14,13,0,0,0,1,0,0,0,0
2/6/20,China,Tianjin,39.3054,117.323,79,10,0.1,6,0.2,1,0,,0.5,1.4,2,76,15,14,0,0,0,2,0,0,0,0
2/7/20,China,Tianjin,39.3054,117.323,81,2,3.5,6,1.2,1,0,,0,,2,78,16,15,0,0,0,3,0,0,0,0
2/8/20,China,Tianjin,39.3054,117.323,88,7,0.2,4.5,0.3,1,0,,0,,4,83,17,16,0,0,0,4,0,0,0,0
2/9/20,China,Tianjin,39.3054,117.323,91,3,1.6,5,1.0,1,0,,0,,4,86,18,17,0,0,0,5,0,0,0,0
2/10/20,China,Tianjin,39.3054,117.323,95,4,0.5,3.5,0.6,1,0,,0,,8,86,19,18,0,0,0,6,0,0,0,0
2/11/20,China,Tianjin,39.3054,117.323,106,11,0.3,7.5,0.4,2,1,,0.5,,10,94,20,19,1,0,0,7,0,0,0,0
2/12/20,China,Tianjin,39.3054,117.323,112,6,1.3,8.5,0.9,2,0,,0.5,1.4,11,99,21,20,2,0,0,8,0,0,0,0
2/13/20,China,Tianjin,39.3054,117.323,119,7,0.6,6.5,0.6,3,1,,0.5,,21,95,22,21,3,0,0,9,0,0,0,0
2/14/20,China,Tianjin,39.3054,117.323,120,1,4.9,4,1.2,3,0,,0.5,1.4,31,86,23,22,4,0,0,10,0,0,0,0
2/15/20,China,Tianjin,39.3054,117.323,122,2,0.3,1.5,0.5,3,0,,0,,37,82,24,23,5,0,0,11,0,0,0,0
2/16/20,China,Tianjin,39.3054,117.323,124,2,0.7,2,0.7,3,0,,0,,45,76,25,24,6,0,0,12,0,0,0,0
2/17/20,China,Tianjin,39.3054,117.323,125,1,1.4,1.5,0.9,3,0,,0,,46,76,26,25,7,0,0,13,0,0,0,0
2/18/20,China,Tianjin,39.3054,117.323,128,3,0.2,2,0.3,3,0,,0,,48,77,27,26,8,0,0,14,0,0,0,0
2/19/20,China,Tianjin,39.3054,117.323,130,2,1.1,2.5,0.8,3,0,,0,,54,73,28,27,9,0,0,15,0,0,0,0
2/20/20,China,Tianjin,39.3054,117.323,131,1,1.4,1.5,0.9,3,0,,0,,59,69,29,28,10,0,0,16,0,0,0,0
2/21/20,China,Tianjin,39.3054,117.323,132,1,0.7,1,0.7,3,0,,0,,62,67,30,29,11,0,0,17,0,0,0,0
2/22/20,China,Tianjin,39.3054,117.323,135,3,0.2,2,0.3,3,0,,0,,65,67,31,30,12,0,0,18,0,0,0,0
2/23/20,China,Tianjin,39.3054,117.323,135,0,,1.5,1.4,3,0,,0,,81,51,32,31,13,0,0,19,0,0,0,0
2/24/20,China,Tianjin,39.3054,117.323,135,0,,0,,3,0,,0,,87,45,33,32,14,0,0,20,0,0,0,0
2/25/20,China,Tianjin,39.3054,117.323,135,0,,0,,3,0,,0,,91,41,34,33,15,0,0,21,0,0,0,0
2/26/20,China,Tianjin,39.3054,117.323,135,0,,0,,3,0,,0,,96,36,35,34,16,0,0,22,0,0,0,0
2/27/20,China,Tianjin,39.3054,117.323,136,1,,0.5,,3,0,,0,,102,31,36,35,17,0,0,23,0,0,0,0
2/28/20,China,Tianjin,39.3054,117.323,136,0,,0.5,1.4,3,0,,0,,102,31,37,36,18,0,0,24,0,0,0,0
2/29/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,109,24,38,37,19,0,0,25,0,0,0,0
3/1/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,111,22,39,38,20,0,0,26,0,0,0,0
3/2/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,111,22,40,39,21,0,0,27,0,0,0,0
3/3/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,124,9,41,40,22,0,0,28,0,0,0,0
3/4/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,124,9,42,41,23,0,0,29,0,0,0,0
3/5/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,128,5,43,42,24,0,0,30,0,0,0,0
3/6/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,128,5,44,43,25,0,0,31,0,0,0,0
3/7/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,128,5,45,44,26,0,0,32,0,0,0,0
3/8/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,128,5,46,45,27,0,0,33,0,0,0,0
3/9/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,130,3,47,46,28,0,0,34,0,0,0,0
3/10/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,131,2,48,47,29,0,0,35,0,0,0,0
3/11/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,131,2,49,48,30,0,0,36,0,0,0,0
3/12/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,132,1,50,49,31,0,0,37,0,0,0,0
3/13/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,132,1,51,50,32,0,0,38,0,0,0,0
3/14/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,132,1,52,51,33,0,0,39,0,0,0,0
3/15/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,133,0,53,52,34,0,0,40,0,0,0,0
3/16/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,133,0,54,53,35,0,0,41,0,0,0,0
3/17/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,133,0,55,54,36,0,0,42,0,0,0,0
3/18/20,China,Tianjin,39.3054,117.323,136,0,,0,,3,0,,0,,133,0,56,55,37,0,0,43,0,0,0,0
1/22/20,China,Tibet,31.6927,88.0924,0,0,1.0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,China,Tibet,31.6927,88.0924,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,China,Tibet,31.6927,88.0924,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,China,Tibet,31.6927,88.0924,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,China,Tibet,31.6927,88.0924,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,China,Tibet,31.6927,88.0924,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
