ConfirmedSource,RecoveredSource,DeathsSource,Location,Country,State,Date,Confirmed,Recovered,Deaths,_TotalFlag
Multiple,Multiple,Multiple,Estonia|total,Estonia,total,3/19/20,283,1,0,1
Multiple,Multiple,Multiple,Estonia|total,Estonia,total,3/20/20,306,1,0,1
Multiple,Multiple,Multiple,Estonia|total,Estonia,total,3/21/20,306,2,0,1
Multiple,Multiple,Multiple,Estonia|total,Estonia,total,3/22/2020,326,4,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/24/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/25/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/26/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/27/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/28/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,2/29/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/1/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/2/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/3/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/4/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/5/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/6/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/7/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/8/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/9/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/10/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/11/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/12/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/13/20,0,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/14/20,1,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/15/20,1,0,0,1
JHU,JHU,JHU,Eswatini|total,Eswatini,total,3/16/20,1,0,0,1
Multiple,Multiple,Multiple,Eswatini|total,Eswatini,total,3/17/20,1,0,0,1
Multiple,Multiple,Multiple,Eswatini|total,Eswatini,total,3/18/20,1,0,0,1
Multiple,Multiple,Multiple,Eswatini|total,Eswatini,total,3/19/20,1,0,0,1
Multiple,Multiple,Multiple,Eswatini|total,Eswatini,total,3/20/20,1,0,0,1
Multiple,Multiple,Multiple,Eswatini|total,Eswatini,total,3/21/20,1,0,0,1
Multiple,Multiple,Multiple,Eswatini|total,Eswatini,total,3/22/2020,4,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/24/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/25/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/26/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/27/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/28/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,2/29/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/1/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/2/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/3/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/4/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/5/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/6/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/7/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/8/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/9/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/10/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/11/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/12/20,0,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/13/20,1,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/14/20,1,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/15/20,1,0,0,1
JHU,JHU,JHU,Ethiopia|total,Ethiopia,total,3/16/20,5,0,0,1
Multiple,Multiple,Multiple,Ethiopia|total,Ethiopia,total,3/17/20,6,0,0,1
Multiple,Multiple,Multiple,Ethiopia|total,Ethiopia,total,3/18/20,7,0,0,1
Multiple,Multiple,Multiple,Ethiopia|total,Ethiopia,total,3/19/20,9,0,0,1
Multiple,Multiple,Multiple,Ethiopia|total,Ethiopia,total,3/20/20,9,0,0,1
Multiple,Multiple,Multiple,Ethiopia|total,Ethiopia,total,3/21/20,9,0,0,1
Multiple,Multiple,Multiple,Ethiopia|total,Ethiopia,total,3/22/2020,11,0,0,1
World,World,World,Faeroe Islands|total,Faeroe Islands,total,3/17/20,58,0,0,1
Multiple,Multiple,Multiple,Faeroe Islands|total,Faeroe Islands,total,3/18/20,72,1,0,1
World,World,World,Faeroe Islands|total,Faeroe Islands,total,3/19/20,80,1,0,1
World,World,World,Faeroe Islands|total,Faeroe Islands,total,3/20/20,92,3,0,1
World,World,World,Faeroe Islands|total,Faeroe Islands,total,3/21/20,92,3,0,1
World,World,World,Faeroe Islands|total,Faeroe Islands,total,3/22/2020,115,3,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/29/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/30/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,1/31/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/1/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/2/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/3/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/4/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/5/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/6/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/7/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/8/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/9/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/10/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/11/20,1,0,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/12/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/13/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/14/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/15/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/16/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/17/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/18/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/19/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/20/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/21/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/22/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/23/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/24/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/25/20,1,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/26/20,2,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/27/20,2,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/28/20,2,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,2/29/20,3,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/1/20,6,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/2/20,6,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/3/20,6,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/4/20,6,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/5/20,12,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/6/20,15,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/7/20,15,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/8/20,23,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/9/20,30,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/10/20,40,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/11/20,59,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/12/20,59,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/13/20,155,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/14/20,225,1,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/15/20,244,10,0,1
JHU,JHU,JHU,Finland|total,Finland,total,3/16/20,277,10,0,1
Multiple,Multiple,Multiple,Finland|total,Finland,total,3/17/20,359,10,0,1
Multiple,Multiple,Multiple,Finland|total,Finland,total,3/18/20,400,10,0,1
Multiple,Multiple,Multiple,Finland|total,Finland,total,3/19/20,450,10,0,1
Multiple,Multiple,World,Finland|total,Finland,total,3/20/20,523,10,1,1
Multiple,Multiple,Multiple,Finland|total,Finland,total,3/21/20,523,10,1,1
Multiple,Multiple,Multiple,Finland|total,Finland,total,3/22/2020,626,10,1,1
Multiple,Multiple,Multiple,France|total,France,total,1/22/20,0,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/23/20,0,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/24/20,2,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/25/20,3,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/26/20,3,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/27/20,3,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/28/20,4,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/29/20,5,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/30/20,5,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,1/31/20,5,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/1/20,6,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/2/20,6,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/3/20,6,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/4/20,6,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/5/20,6,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/6/20,6,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/7/20,6,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/8/20,11,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/9/20,11,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/10/20,11,0,0,1
Multiple,Multiple,Multiple,France|total,France,total,2/11/20,11,0,0,1
JHU,JHU,Multiple,France|total,France,total,2/12/20,11,2,0,1
JHU,JHU,Multiple,France|total,France,total,2/13/20,11,2,0,1
JHU,JHU,Multiple,France|total,France,total,2/14/20,11,2,0,1
JHU,JHU,JHU,France|total,France,total,2/15/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/16/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/17/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/18/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/19/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/20/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/21/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/22/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/23/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/24/20,12,4,1,1
JHU,JHU,JHU,France|total,France,total,2/25/20,14,11,1,1
JHU,JHU,JHU,France|total,France,total,2/26/20,18,11,2,1
JHU,JHU,JHU,France|total,France,total,2/27/20,38,11,2,1
JHU,JHU,JHU,France|total,France,total,2/28/20,57,11,2,1
JHU,JHU,JHU,France|total,France,total,2/29/20,100,12,2,1
JHU,JHU,JHU,France|total,France,total,3/1/20,130,12,2,1
JHU,JHU,JHU,France|total,France,total,3/2/20,191,12,3,1
JHU,JHU,JHU,France|total,France,total,3/3/20,204,12,4,1
JHU,JHU,JHU,France|total,France,total,3/4/20,285,12,4,1
JHU,JHU,JHU,France|total,France,total,3/5/20,377,12,6,1
JHU,JHU,JHU,France|total,France,total,3/6/20,653,12,9,1
JHU,JHU,JHU,France|total,France,total,3/7/20,949,12,11,1
JHU,JHU,JHU,France|total,France,total,3/8/20,1126,12,19,1
JHU,JHU,JHU,France|total,France,total,3/9/20,1209,12,19,1
JHU,JHU,JHU,France|total,France,total,3/10/20,1784,12,33,1
JHU,JHU,JHU,France|total,France,total,3/11/20,2281,12,48,1
JHU,JHU,JHU,France|total,France,total,3/12/20,2281,12,48,1
JHU,JHU,JHU,France|total,France,total,3/13/20,3661,12,79,1
JHU,JHU,JHU,France|total,France,total,3/14/20,4469,12,91,1
JHU,JHU,JHU,France|total,France,total,3/15/20,4499,12,91,1
JHU,JHU,JHU,France|total,France,total,3/16/20,6633,12,148,1
Multiple,Multiple,World,France|total,France,total,3/17/20,9134,602,264,1
Multiple,Multiple,Multiple,France|total,France,total,3/18/20,10995,602,372,1
WikiCountry,WikiCountry,World,France|total,France,total,3/19/20,12612,"1,300",450,1
Multiple,Multiple,World,France|total,France,total,3/20/20,14459,1587,562,1
Multiple,Multiple,Multiple,France|total,France,total,3/21/20,14459,1587,562,1
Multiple,Multiple,Multiple,France|total,France,total,3/22/2020,16018,"2,200",674,1
World,World,World,French Guiana|total,French Guiana,total,3/17/20,15,0,0,1
Multiple,Multiple,Multiple,French Guiana|total,French Guiana,total,3/18/20,15,0,0,1
World,World,World,French Guiana|total,French Guiana,total,3/19/20,15,0,0,1
World,World,World,French Guiana|total,French Guiana,total,3/20/20,18,0,0,1
World,World,World,French Guiana|total,French Guiana,total,3/21/20,18,0,0,1
World,World,World,French Guiana|total,French Guiana,total,3/22/2020,18,0,0,1
World,World,World,French Polynesia|total,French Polynesia,total,3/17/20,5,0,0,1
Multiple,Multiple,Multiple,French Polynesia|total,French Polynesia,total,3/18/20,6,0,0,1
World,World,World,French Polynesia|total,French Polynesia,total,3/19/20,11,0,0,1
World,World,World,French Polynesia|total,French Polynesia,total,3/20/20,15,0,0,1
World,World,World,French Polynesia|total,French Polynesia,total,3/21/20,15,0,0,1
World,World,World,French Polynesia|total,French Polynesia,total,3/22/2020,15,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/24/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/25/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/26/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/27/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/28/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,2/29/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/1/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/2/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/3/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/4/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/5/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/6/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/7/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/8/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/9/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/10/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/11/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/12/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/13/20,0,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/14/20,1,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/15/20,1,0,0,1
JHU,JHU,JHU,Gabon|total,Gabon,total,3/16/20,1,0,0,1
Multiple,Multiple,Multiple,Gabon|total,Gabon,total,3/17/20,3,0,0,1
Multiple,Multiple,Multiple,Gabon|total,Gabon,total,3/18/20,3,0,0,1
Multiple,Multiple,World,Gabon|total,Gabon,total,3/19/20,4,0,1,1
Multiple,Multiple,Multiple,Gabon|total,Gabon,total,3/20/20,5,0,1,1
Multiple,Multiple,Multiple,Gabon|total,Gabon,total,3/21/20,5,0,1,1
Multiple,Multiple,Multiple,Gabon|total,Gabon,total,3/22/2020,5,0,1,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Gambia|total,Gambia,total,2/9/20,0,0,0,1
